상가업소번호|상호명|지점명|상권업종대분류코드|상권업종대분류명|상권업종중분류코드|상권업종중분류명|상권업종소분류코드|상권업종소분류명|표준산업분류코드|표준산업분류명|시도코드|시도명|시군구코드|시군구명|행정동코드|행정동명|법정동코드|법정동명|지번코드|대지구분코드|대지구분명|지번본번지|지번부번지|지번주소|도로명코드|도로명|건물본번지|건물부번지|건물관리번호|건물명|도로명주소|구우편번호|신우편번호|동정보|층정보|호정보|경도|위도
26134699|리틀제이콥스프리미엄서머셋||Q|음식|Q12|커피점/카페|Q12A01|커피전문점/카페/다방|I56220|비알콜 음료점업|11|서울특별시|11110|종로구|1111061500|종로1.2.3.4가동|1111012400|수송동|1111012400200850000|1|대지|85||서울특별시 종로구 수송동 85|111104100234|서울특별시 종로구 율곡로2길|7||1111012400100850000031906|서머셋팰리스서울|서울특별시 종로구 율곡로2길 7|110885|03143||1||126.981226721716|37.57500405238
20466570|버거킹종로구청점|종로구청점|Q|음식|Q07|패스트푸드|Q07A04|패스트푸드|I56199|그외 기타 음식점업|11|서울특별시|11110|종로구|1111061500|종로1.2.3.4가동|1111012400|수송동|1111012400200680001|1|대지|68|1|서울특별시 종로구 수송동 68-1|111103100006|서울특별시 종로구 삼봉로|57||1111012400100680001000002|호수빌딩|서울특별시 종로구 삼봉로 57|110140|03151||1||126.980456321573|37.5725555812575
23262456|종로구청어린이집||R|학문/교육|R08|유아교육|R08A02|어린이집|Q87210|보육시설 운영업|11|서울특별시|11110|종로구|1111061500|종로1.2.3.4가동|1111012400|수송동|1111012400201460002|1|대지|146|2|서울특별시 종로구 수송동 146-2|111103100006|서울특별시 종로구 삼봉로|33||1111012400101460002013567|종로구청|서울특별시 종로구 삼봉로 33|110701|03153||1||126.978794866218|37.5731899694038
26040387|국세청구내이발||F|생활서비스|F01|이/미용/건강|F01A04|남성미용실|S96111|이용업|11|서울특별시|11110|종로구|1111061500|종로1.2.3.4가동|1111012400|수송동|1111012400201040000|1|대지|104||서울특별시 종로구 수송동 104|111104100360|서울특별시 종로구 종로5길|86||1111012400101040000013554|국세청|서울특별시 종로구 종로5길 86|110705|03151||1||126.979880053084|37.5741364342141
26104197|동감II||Q|음식|Q01|한식|Q01A01|한식/백반/한정식|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111061500|종로1.2.3.4가동|1111012400|수송동|1111012400200460025|1|대지|46|25|서울특별시 종로구 수송동 46-25|111103100009|서울특별시 종로구 우정국로|45|27|1111012400100460025016733||서울특별시 종로구 우정국로 45-27|110140|03150||1||126.981332835347|37.5730316893012
26245698|송암슈퍼||D|소매|D03|종합소매점|D03A02|수퍼마켓|G47121|슈퍼마켓|11|서울특별시|11110|종로구|1111053000|사직동|1111011200|체부동|1111011200200880001|1|대지|88|1|서울특별시 종로구 체부동 88-1|111104100300|서울특별시 종로구 자하문로5길|4||1111011200100880001028607||서울특별시 종로구 자하문로5길 4|110045|03040||1||126.971496571536|37.5778750868905
20470587|다래국수||Q|음식|Q04|분식|Q04A02|국수/만두/칼국수|I56194|분식 및 김밥 전문점|11|서울특별시|11110|종로구|1111053000|사직동|1111011200|체부동|1111011200200570000|1|대지|57||서울특별시 종로구 체부동 57|111104100272|서울특별시 종로구 자하문로1길|12||1111011200100570000027401||서울특별시 종로구 자하문로1길 12|110045|03041||1||126.971729739201|37.5765616007411
24396768|큐원당구장||N|관광/여가/오락|N01|PC/오락/당구/볼링등|N01A03|당구장|R91135|당구장 운영업|11|서울특별시|11110|종로구|1111053000|사직동|1111011200|체부동|1111011200200600002|1|대지|60|2|서울특별시 종로구 체부동 60-2|111104100271|서울특별시 종로구 자하문로1가길|5||1111011200100610000027823||서울특별시 종로구 자하문로1가길 5|110045|03041||3||126.971942708566|37.5767166324108
24885376|매일경제광화문지국||D|소매|D13|책/서적/도서|D13A03|서적/신문소매|G47611|서적 및 잡지류 소매업|11|서울특별시|11110|종로구|1111053000|사직동|1111011200|체부동|1111011200200320002|1|대지|32|2|서울특별시 종로구 체부동 32-2|111103100012|서울특별시 종로구 자하문로|21||1111011200100340000028869|영해빌딩|서울특별시 종로구 자하문로 21|110045|03040||4||126.971597087939|37.5779750769621
24937557|예뻐지는화장품||D|소매|D16|화장품소매|D16A01|화장품판매점|G47813|화장품 및 방향제 소매업|11|서울특별시|11110|종로구|1111053000|사직동|1111011200|체부동|1111011200200460000|1|대지|46||서울특별시 종로구 체부동 46|111103100012|서울특별시 종로구 자하문로|11|1|1111011200100460000028868||서울특별시 종로구 자하문로 11-1|110045|03041||1||126.972004929599|37.577131652428
24871921|아르케수능전문영||R|학문/교육|R04|학원-어학|R04A01|학원-외국어/어학|P85502|외국어학원|11|서울특별시|11110|종로구|1111053000|사직동|1111011200|체부동|1111011200201230000|1|대지|123||서울특별시 종로구 체부동 123|111104100300|서울특별시 종로구 자하문로5길|22||1111011200101230000028953||서울특별시 종로구 자하문로5길 22|110045|03040||1||126.970637372569|37.5777865040716
23886801|미용실||F|생활서비스|F01|이/미용/건강|F01A01|여성미용실|S96112|두발미용업|11|서울특별시|11110|종로구|1111053000|사직동|1111011200|체부동|1111011200200930001|1|대지|93|1|서울특별시 종로구 체부동 93-1|111104100300|서울특별시 종로구 자하문로5길|18|2|1111011200100930002027618||서울특별시 종로구 자하문로5길 18-2|110045|03040||1||126.970975482419|37.5778975766907
20411901|허브균형잡힌다이어트||D|소매|D10|건강/미용식품|D10A01|다이어트상품판매|G47216|건강보조식품 소매업|11|서울특별시|11110|종로구|1111070000|숭인1동|1111017500|숭인동|1111017500200810022|1|대지|81|22|서울특별시 종로구 숭인동 81-22|111104100357|서울특별시 종로구 종로57길|33||1111017500100810022002517||서울특별시 종로구 종로57길 33|110550|03113||1||127.015997580091|37.5746682831194
20709507|가야참치||Q|음식|Q03|일식/수산물|Q03A01|횟집|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111070000|숭인1동|1111017500|숭인동|1111017500200760000|1|대지|76||서울특별시 종로구 숭인동 76|111103100013|서울특별시 종로구 종로|347||1111017500100760000002981|롯데캐슬천지인|서울특별시 종로구 종로 347|110876|03113||-1|104|127.015983120935|37.5740464429401
21497816|리스서비스||F|생활서비스|F07|물품기기대여|F07A11|렌트카|L69110|자동차 임대업|11|서울특별시|11110|종로구|1111070000|숭인1동|1111017500|숭인동|1111017500200560102|1|대지|56|102|서울특별시 종로구 숭인동 56-102|111104100380|서울특별시 종로구 지봉로12길|50||1111017500100560102002023||서울특별시 종로구 지봉로12길 50|110550|03108||1||127.016366986448|37.5784287097294
21593522|대동샷다||D|소매|D21|철물/난방/건설자재소매|D21A08|셔터/새시판매|G47511|철물 및 난방용구 소매업|11|서울특별시|11110|종로구|1111070000|숭인1동|1111017500|숭인동|1111017500201790014|1|대지|179|14|서울특별시 종로구 숭인동 179-14|111104100363|서울특별시 종로구 종로63가길|61||1111017500101790014000074||서울특별시 종로구 종로63가길 61|110550|03110||1||127.018844273618|37.5768634913555
21753608|고전한복||D|소매|D05|의복의류|D05A10|한복/갈옷/민속옷|G47412|한복 소매업|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500203640000|1|대지|364||서울특별시 종로구 숭인동 364|111104100204|서울특별시 종로구 숭인동길|64||1111017500103640000001294||서울특별시 종로구 숭인동길 64|110550|03111||1||127.022001724557|37.5778177671181
22602972|시마||F|생활서비스|F01|이/미용/건강|F01A01|여성미용실|S96112|두발미용업|11|서울특별시|11110|종로구|1111070000|숭인1동|1111017500|숭인동|1111017500200610103|1|대지|61|103|서울특별시 종로구 숭인동 61-103|111104100392|서울특별시 종로구 지봉로8길|55||1111017500100610103002892||서울특별시 종로구 지봉로8길 55|110550|03109||1||127.015678366023|37.5765578116396
22749927|에이드림미술교육원||R|학문/교육|R05|학원-음악미술무용|R05A01|서예/서화/미술|P85620|예술 학원|11|서울특별시|11110|종로구|1111070000|숭인1동|1111017500|숭인동|1111017500200650011|1|대지|65|11|서울특별시 종로구 숭인동 65-11|111103005007|서울특별시 종로구 지봉로|62|1|1111017500100650011002896||서울특별시 종로구 지봉로 62-1|110550|03109||2||127.015826418302|37.5756309720952
22938755|삼오||O|숙박|O02|모텔/여관/여인숙|O02A01|모텔/여관/여인숙|I55112|여관업|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500202270005|1|대지|227|5|서울특별시 종로구 숭인동 227-5|111104100361|서울특별시 종로구 종로60길|9||1111017500102270005001098|삼오여관|서울특별시 종로구 종로60길 9|110550|03115||1||127.018620245234|37.5732304255753
23894031|마스타||L|부동산|L01|부동산중개|L01A01|부동산중개|L68221|부동산 자문 및 중개업|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500203640000|1|대지|364||서울특별시 종로구 숭인동 364|111104100204|서울특별시 종로구 숭인동길|64||1111017500103640000001294||서울특별시 종로구 숭인동길 64|110550|03111||1|301|127.022001724557|37.5778177671181
24007821|보스걸||D|소매|D25|기타판매업|D25A23|통신판매|G47911|전자상거래업|11|서울특별시|11110|종로구|1111070000|숭인1동|1111017500|숭인동|1111017500200560013|1|대지|56|13|서울특별시 종로구 숭인동 56-13|111104100384|서울특별시 종로구 지봉로14길|14||1111017500100560013002919||서울특별시 종로구 지봉로14길 14|110550|03108||1|B301|127.0159030963|37.5784068224659
24212040|원우상사||F|생활서비스|F03|개인/가정용품수리|F03A02|가전제품수리|S95310|가전제품 수리업|11|서울특별시|11110|종로구|1111070000|숭인1동|1111017500|숭인동|1111017500201790093|1|대지|179|93|서울특별시 종로구 숭인동 179-93|111104100363|서울특별시 종로구 종로63가길|53||1111017500101790093000323||서울특별시 종로구 종로63가길 53|110550|03110||2||127.018803486236|37.5765207560639
25291296|수석실업||F|생활서비스|F02|세탁/가사서비스|F02A05|청소/소독|||11|서울특별시|11110|종로구|1111070000|숭인1동|1111017500|숭인동|1111017500200550006|1|대지|55|6|서울특별시 종로구 숭인동 55-6|111103005007|서울특별시 종로구 지봉로|82||1111017500100550006002908|수석컴비즈텔|서울특별시 종로구 지봉로 82|110550|03108||1|802|127.015667217648|37.5774046986849
20374192|엘리스치킨호프||Q|음식|Q09|유흥주점|Q09A01|호프/맥주|I56219|기타 주점업|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500203100000|1|대지|310||서울특별시 종로구 숭인동 310|111103100013|서울특별시 종로구 종로|344||1111017500103100000001721|대우디오빌|서울특별시 종로구 종로 344|110880|03114||1||127.016068581604|37.5727136114594
20385548|코리안숯불닭갈비||Q|음식|Q05|닭/오리요리|Q05A02|닭갈비전문|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500212570000|1|대지|1257||서울특별시 종로구 숭인동 1257|111103100013|서울특별시 종로구 종로|411|1|1111017500112570000001192||서울특별시 종로구 종로 411-1|110550|03111||||127.022472418444|37.5755870790559
20392326|동묘||Q|음식|Q01|한식|Q01A01|한식/백반/한정식|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500202270007|1|대지|227|7|서울특별시 종로구 숭인동 227-7|111104100362|서울특별시 종로구 종로62길|10||1111017500102270007001240||서울특별시 종로구 종로62길 10|110550|03115||1||127.018945671304|37.5734493808957
20659418|올래생고기||Q|음식|Q01|한식|Q01A02|갈비/삼겹살|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500201740000|1|대지|174||서울특별시 종로구 숭인동 174|111103100013|서울특별시 종로구 종로|379||1111017500101740000001085||서울특별시 종로구 종로 379|110550|03112||1||127.019533316827|37.5743913481223
21643207|신도의원||S|의료|S01|병원|S01B02|일반병원|Q86102|일반 병원|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500202270002|1|대지|227|2|서울특별시 종로구 숭인동 227-2|111104100362|서울특별시 종로구 종로62길|6||1111017500102270002001033||서울특별시 종로구 종로62길 6|110550|03115||2||127.01879721837|37.5735472618362
21748156|고려당한의원||S|의료|S01|병원|S01B06|한의원|Q86203|한의원|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500207660000|1|대지|766||서울특별시 종로구 숭인동 766|111104100204|서울특별시 종로구 숭인동길|21||1111017500107660000000003|종로청계힐스테이트|서울특별시 종로구 숭인동길 21|110550|03112||1||127.020941654896|37.5757726225867
21712906|바롬치과의원||S|의료|S01|병원|S01B04|치과의원|Q86202|치과 의원|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500203940000|1|대지|394||서울특별시 종로구 숭인동 394|111104100204|서울특별시 종로구 숭인동길|78|5|1111017500103940000001151||서울특별시 종로구 숭인동길 78-5|110550|03111||1||127.022027907538|37.578412672312
21805348|이화유리||D|소매|D22|페인트/유리제품소매|D22A03|유리/거울판매|G47519|페인트, 유리 및 기타 건설자재 소매업|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500204100000|1|대지|410||서울특별시 종로구 숭인동 410|111104100204|서울특별시 종로구 숭인동길|54||1111017500104100000000742||서울특별시 종로구 숭인동길 54|110550|03111||1||127.022108907743|37.5774131857719
21770406|보금당||D|소매|D26|시계/귀금속소매|D26A03|금은방|G47830|시계 및 귀금속 소매업|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500212480000|1|대지|1248||서울특별시 종로구 숭인동 1248|111103005003|서울특별시 종로구 보문로|3||1111017500112480000001352||서울특별시 종로구 보문로 3|110550|03111||2||127.022839613399|37.5760766825176
22203770|숭인동우체국||F|생활서비스|F04|운송/배달/택배|F04B08|우체국/우편물취급소|J61100|우편업|11|서울특별시|11110|종로구|1111070000|숭인1동|1111017500|숭인동|1111017500200530025|1|대지|53|25|서울특별시 종로구 숭인동 53-25|111103005007|서울특별시 종로구 지봉로|88||1111017500100530025002881|숭인동우체국|서울특별시 종로구 지봉로 88|110550|03108||1||127.015546188671|37.5779983774173
22198213|보름달분식||Q|음식|Q13|음식배달서비스|Q13A02|국/찌개배달|I56132|이동 음식업|11|서울특별시|11110|종로구|1111070000|숭인1동|1111017500|숭인동|1111070000200630016|1|대지|63|16|서울특별시 종로구 숭인동 63-16|111104100392|서울특별시 종로구 지봉로8길|1|8|1111017500100630016001940||서울특별시 종로구 지봉로8길 1-8|110550|03109||||127.016010023986|37.5754432837161
22228479|예술표구화랑||D|소매|D17|예술품/골동품/수석/분재|D17A04|표구점|C33933|표구 및 전사처리 제조업|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500203170036|1|대지|317|36|서울특별시 종로구 숭인동 317-36|111104100356|서울특별시 종로구 종로56길|30||1111017500103170036000731||서울특별시 종로구 종로56길 30|110550|03114||1||127.016476961386|37.5717889399331
22981527|강선영미용실||F|생활서비스|F01|이/미용/건강|F01A01|여성미용실|S96112|두발미용업|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500201780060|1|대지|178|60|서울특별시 종로구 숭인동 178-60|111104100370|서울특별시 종로구 종로65길|30||1111017500101780060000803||서울특별시 종로구 종로65길 30|110550|03112||1||127.019956006579|37.5758275166759
23006814|현대벨크로||D|소매|D06|가방/신발/액세서리|D06A10|가방/가죽제품소매|G47430|가방 및 기타 가죽제품 소매업|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500202060001|1|대지|206|1|서울특별시 종로구 숭인동 206-1|111104100028|서울특별시 종로구 난계로27길|25||1111017500102060001001111||서울특별시 종로구 난계로27길 25|110550|03117||1|1|127.021816796186|37.5729145596674
23369620|심미뷰티||F|생활서비스|F01|이/미용/건강|F01A03|비만/피부관리|||11|서울특별시|11110|종로구|1111070000|숭인1동|1111017500|숭인동|1111017500200650011|1|대지|65|11|서울특별시 종로구 숭인동 65-11|111103005007|서울특별시 종로구 지봉로|62|1|1111017500100650011002896||서울특별시 종로구 지봉로 62-1|110550|03109||2||127.015826418302|37.5756309720952
23555491|국제무술교육원||F|생활서비스|F11|개인서비스|F11A01|탐정/경호|||11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500200720070|1|대지|72|70|서울특별시 종로구 숭인동 72-70|111104100363|서울특별시 종로구 종로63가길|4||1111017500100720070001680|연남빌딩|서울특별시 종로구 종로63가길 4|110550|03112||1|403|127.018854260395|37.5743766957212
24163160|잉글리쉬월드||D|소매|D13|책/서적/도서|D13A01|서점|G47611|서적 및 잡지류 소매업|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500212520000|1|대지|1252||서울특별시 종로구 숭인동 1252|111103100013|서울특별시 종로구 종로|413||1111017500112540000001461|동보빌딩|서울특별시 종로구 종로 413|110550|03111||2|306|127.022512751172|37.5759658511897
24327064|와이즈텍||D|소매|D08|사무/문구/컴퓨터|D08A04|컴퓨터/주변기기|G47311|컴퓨터 및 주변장치, 소프트웨어 소매업|11|서울특별시|11110|종로구|1111071000|숭인2동|1111017500|숭인동|1111017500200720070|1|대지|72|70|서울특별시 종로구 숭인동 72-70|111104100363|서울특별시 종로구 종로63가길|4||1111017500100720070001680|연남빌딩|서울특별시 종로구 종로63가길 4|110550|03112|||207|127.018854260395|37.5743766957212
20703456|김극무영어||R|학문/교육|R04|학원-어학|R04A01|학원-외국어/어학|P85502|외국어학원|26|부산광역시|26260|동래구|2626059000|사직2동|2626010900|사직동|2626010900210170000|1|대지|1017||부산광역시 동래구 사직동 1017|262603130009|부산광역시 동래구 사직로|80||2626010900100800012008128|사직쌍용예가|부산광역시 동래구 사직로 80|607786|47863||1||129.057535160126|35.1966416954681
22197763|영스포츠마사지||N|관광/여가/오락|N05|요가/단전/마사지|N05A06|스포츠마사지|S96122|마사지업|26|부산광역시|26260|동래구|2626059000|사직2동|2626010900|사직동|2626010900200780042|1|대지|78|42|부산광역시 동래구 사직동 78-42|262604190233|부산광역시 동래구 사직북로13번길|12||2626010900100780042008249|보람상가|부산광역시 동래구 사직북로13번길 12|607120|47865||3||129.059999436964|35.1969897180963
22224495|고려한약국||S|의료|S02|약국/한약방|S02A02|한약방|G47811|의약품 및 의료용품 소매업|26|부산광역시|26260|동래구|2626058000|사직1동|2626010900|사직동|2626010900201030006|1|대지|103|6|부산광역시 동래구 사직동 103-6|262604190356|부산광역시 동래구 여고로12번길|14||2626010900101030006007885||부산광역시 동래구 여고로12번길 14|607120|47876||1||129.065533376572|35.1944262830689
23402967|김영희해물찜전골|경복궁점|Q|음식|Q03|일식/수산물|Q03A08|매운탕전문|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111053000|사직동|1111011300|필운동|1111011300202070000|1|대지|207||서울특별시 종로구 필운동 207|111103100005|서울특별시 종로구 사직로|103|17|1111011300102070003027631||서울특별시 종로구 사직로 103-17|110044|03041||1||126.970295358169|37.5763148270682
25309436|실버텔인수목적||L|부동산|L01|부동산중개|L01A01|부동산중개|L68221|부동산 자문 및 중개업|11|서울특별시|11110|종로구|1111053000|사직동|1111012000|신문로1가|1111012000202260000|1|대지|226||서울특별시 종로구 신문로1가 226|111103005004|서울특별시 종로구 새문안로|68||1111012000102260000000001|흥국생명빌딩|서울특별시 종로구 새문안로 68|110786|03184||3||126.972119281815|37.5696359955689
25205536|에릭스팩토리||F|생활서비스|F12|광고/인쇄|F12A05|광고물제작-종합|C33910|간판 및 광고물 제조업|11|서울특별시|11110|종로구|1111053000|사직동|1111012100|신문로2가|1111012100200010038|1|대지|1|38|서울특별시 종로구 신문로2가 1-38|111104100010|서울특별시 종로구 경희궁길|33||1111012100100010038028765|내자빌딩|서울특별시 종로구 경희궁길 33|110062|03176||1||126.969816329868|37.5724632081613
20741415|수학공간||R|학문/교육|R01|학원-보습교습입시|R01A01|학원-입시|P85501|일반 교과 학원|26|부산광역시|26260|동래구|2626059000|사직2동|2626010900|사직동|2626010900200450023|1|대지|45|23|부산광역시 동래구 사직동 45-23|262604190234|부산광역시 동래구 사직북로19번길|18||2626010900100450023008154||부산광역시 동래구 사직북로19번길 18|607120|47864||2||129.059567382478|35.1975433450656
22165049|월드노래연습장||N|관광/여가/오락|N02|무도/유흥/가무|N02A01|노래방|R91223|노래연습장 운영업|26|부산광역시|26260|동래구|2626059000|사직2동|2626010900|사직동|2626010900200790014|1|대지|79|14|부산광역시 동래구 사직동 79-14|262604190234|부산광역시 동래구 사직북로19번길|31||2626010900100790014008261||부산광역시 동래구 사직북로19번길 31|607120|47865||2||129.058760584952|35.1971447778892
25235733|아시아인베스트먼트컨설팅||F|생활서비스|F13|기타서비스업|F13A01|사업경영상담|M71531|경영컨설팅업|11|서울특별시|11110|종로구|1111053000|사직동|1111011800|내수동|1111011800200750000|1|대지|75||서울특별시 종로구 내수동 75|111104100158|서울특별시 종로구 새문안로3길|36||1111011800100750000032027|용비어천가|서울특별시 종로구 새문안로3길 36|110070|03173||5||126.973278684314|37.573412433452
19990446|세종호프||Q|음식|Q09|유흥주점|Q09A01|호프/맥주|I56219|기타 주점업|11|서울특별시|11110|종로구|1111053000|사직동|1111011700|당주동|1111011700200400000|1|대지|40||서울특별시 종로구 당주동 40|111104100160|서울특별시 종로구 새문안로5길|11||1111011700100400000028379||서울특별시 종로구 새문안로5길 11|110071|03182||||126.974712906067|37.5711903188598
20001995|오피시아분식||Q|음식|Q04|분식|Q04A01|라면김밥분식|I56194|분식 및 김밥 전문점|11|서울특별시|11110|종로구|1111053000|사직동|1111012000|신문로1가|1111012000201630000|1|대지|163||서울특별시 종로구 신문로1가 163|111103005004|서울특별시 종로구 새문안로|92||1111012000101630000031927|광화문오피시아|서울특별시 종로구 새문안로 92|110999|03186||1||126.974868861844|37.5697229770514
19998503|COFFEEN||Q|음식|Q12|커피점/카페|Q12A01|커피전문점/카페/다방|I56220|비알콜 음료점업|11|서울특별시|11110|종로구|1111053000|사직동|1111011400|내자동|1111011400201250003|1|대지|125|3|서울특별시 종로구 내자동 125-3|111104100124|서울특별시 종로구 사직로12길|2||1111011400101250003028687||서울특별시 종로구 사직로12길 2|110053|03169||1||126.971049896735|37.5757807827993
20043014|용궁떡방앗간||F|생활서비스|F02|세탁/가사서비스|F02A04|방앗간/정미소|||26|부산광역시|26260|동래구|2626059000|사직2동|2626010900|사직동|2626010900200460026|1|대지|46|26|부산광역시 동래구 사직동 46-26|262604190238|부산광역시 동래구 사직북로47번길|25||2626010900100460026021406||부산광역시 동래구 사직북로47번길 25|607120|47864||1||129.059481905107|35.1985716734343
20031719|유가네||Q|음식|Q05|닭/오리요리|Q05A02|닭갈비전문|I56111|한식 음식점업|26|부산광역시|26260|동래구|2626059000|사직2동|2626010900|사직동|2626010900200920007|1|대지|92|7|부산광역시 동래구 사직동 92-7|262603130010|부산광역시 동래구 사직북로|1||2626010900100920007008081||부산광역시 동래구 사직북로 1|607120|47865||1||129.060623381006|35.1959927296575
20386570|경일디자인포장||F|생활서비스|F13|기타서비스업|F13A03|상품포장|N75994|포장 및 충전업|26|부산광역시|26260|동래구|2626060000|사직3동|2626010900|사직동|2626010900201440028|1|대지|144|28|부산광역시 동래구 사직동 144-28|262602000010|부산광역시 동래구 중앙대로|1279||2626010900101440028006915||부산광역시 동래구 중앙대로 1279|607120|47832||1||129.077615667982|35.2013411552772
20382833|레더라경희궁점|경희궁점|Q|음식|Q09|유흥주점|Q09A08|빠/카페/스탠드빠|I56211|일반유흥 주점업|11|서울특별시|11110|종로구|1111053000|사직동|1111011300|필운동|1111011300202890000|1|대지|289||서울특별시 종로구 필운동 289|111104100135|서울특별시 종로구 사직로8길|5||1111011300102890000000001|제이앤제이빌딩|서울특별시 종로구 사직로8길 5|110044|03169||1||126.96949288005|37.5753977744994
20484193|가봉루||Q|음식|Q02|중식|Q02A00|중국음식/중국집|I56112|중식 음식점업|11|서울특별시|11110|종로구|1111053000|사직동|1111011900|세종로|1111053000201660001|1|대지|166|1|서울특별시 종로구 세종로 166-1|111104100190|서울특별시 종로구 세종대로23길|3||1111011900101660001027715||서울특별시 종로구 세종대로23길 3|110822|03183||||126.976202689955|37.57151861269
20482937|세종문화회관세종홀||Q|음식|Q01|한식|Q01A01|한식/백반/한정식|I56111|한식 음식점업|11|서울특별시|11110|종로구|1111053000|사직동|1111011900|세종로|1111011900200810003|1|대지|81|3|서울특별시 종로구 세종로 81-3|111102005001|서울특별시 종로구 세종대로|175||1111011900100810003027269||서울특별시 종로구 세종대로 175|110821|03172||3||126.976152973846|37.5718425561037
20706545|차크라코스메틱||F|생활서비스|F01|이/미용/건강|F01A03|비만/피부관리|||26|부산광역시|26260|동래구|2626059000|사직2동|2626010900|사직동|2626010900200430012|1|대지|43|12|부산광역시 동래구 사직동 43-12|262604190244|부산광역시 동래구 사직북로63번길|54||2626010900100430012021461||부산광역시 동래구 사직북로63번길 54|607120|47864||1||129.058033581844|35.1978181581805
20717100|미지트가구||D|소매|D15|가구소매|D15A01|일반가구소매|G47520|가구 소매업|26|부산광역시|26260|동래구|2626058000|사직1동|2626010900|사직동|2626010900200710008|1|대지|71|8|부산광역시 동래구 사직동 71-8|262603130011|부산광역시 동래구 석사로|38||2626010900100710008008875||부산광역시 동래구 석사로 38|607120|47858||1||129.063614934656|35.1997252707121
20709992|큰나래영어전문학원||R|학문/교육|R04|학원-어학|R04A01|학원-외국어/어학|P85502|외국어학원|26|부산광역시|26260|동래구|2626059000|사직2동|2626010900|사직동|2626010900200790013|1|대지|79|13|부산광역시 동래구 사직동 79-13|262604190231|부산광역시 동래구 사직로70번길|36||2626010900100790013008260||부산광역시 동래구 사직로70번길 36|607120|47865||3||129.05792179061|35.1968185957153
20675855|아담집||Q|음식|Q04|분식|Q04A01|라면김밥분식|I56194|분식 및 김밥 전문점|11|서울특별시|11110|종로구|1111053000|사직동|1111011300|필운동|1111011300202040002|1|대지|204|2|서울특별시 종로구 필운동 204-2|111104100272|서울특별시 종로구 자하문로1길|35||1111011300102040002027644||서울특별시 종로구 자하문로1길 35|110044|03041||1||126.970213638804|37.5764943220798
20722715|롯데슈퍼마켓||D|소매|D03|종합소매점|D03A02|수퍼마켓|G47121|슈퍼마켓|26|부산광역시|26260|동래구|2626060000|사직3동|2626010900|사직동|2626010900200580018|1|대지|58|18|부산광역시 동래구 사직동 58-18|262603130017|부산광역시 동래구 여고북로|8||2626010900100580018010050||부산광역시 동래구 여고북로 8|607120|47840||1||129.065877621216|35.2014450487195
20708220|와플PC||N|관광/여가/오락|N01|PC/오락/당구/볼링등|N01A01|인터넷PC방|R91222|컴퓨터 게임방 운영업|26|부산광역시|26260|동래구|2626059000|사직2동|2626010900|사직동|2626010900200920007|1|대지|92|7|부산광역시 동래구 사직동 92-7|262603130010|부산광역시 동래구 사직북로|1||2626010900100920007008081||부산광역시 동래구 사직북로 1|607120|47865||3||129.060623381006|35.1959927296575
20573513|폴바셋|신문로점|Q|음식|Q12|커피점/카페|Q12A01|커피전문점/카페/다방|I56220|비알콜 음료점업|11|서울특별시|11110|종로구|1111053000|사직동|1111012000|신문로1가|1111012000202380000|1|대지|238||서울특별시 종로구 신문로1가 238|111104100158|서울특별시 종로구 새문안로3길|12||1111012000102380000027255|신문로빌딩|서울특별시 종로구 새문안로3길 12|110061|03182||1||126.972967563172|37.5713373346185
12623573|한국체대경희궁멘토태권도||R|학문/교육|R07|학원-예능취미체육|R07A20|태권도장|P85611|스포츠 교육기관|11|서울특별시|11110|종로구|1111058000|교남동|1111017900|홍파동|1111017900200420013|1|대지|42|13|서울특별시 종로구 홍파동 42-13|111104100192|서울특별시 종로구 송월길|99||1111017900100420013020080|경희궁자이|서울특별시 종로구 송월길 99|110100|03165|파||2225|126.96354958743|37.5713000747537
